,R,B
57,170.28276909722223,151.97102864583334
58,137.75390625,170.54123263888889
59,155.19390190972223,179.60080295138889
60,159.49891493055554,130.5927734375
61,211.33528645833334,197.25347222222223
62,154.11154513888889,178.0361328125
63,177.9921875,193.84038628472223
64,174.4326171875,194.83680555555554
65,180.92220052083334,171.41569010416666
66,127.55729166666667,162.40299479166666
67,192.40961371527777,171.45355902777777
68,191.48090277777777,195.63617621527777
69,152.22026909722223,169.177734375
70,103.80436197916667,93.94791666666667
71,205.93598090277777,188.21690538194446
72,172.71310763888889,180.08094618055554
73,160.52615017361111,176.8193359375
74,217.17947048611111,201.53743489583334
75,153.45475260416666,169.90755208333334
76,116.06043836805556,142.96050347222223
77,191.64236111111111,177.25846354166666
78,198.25466579861111,186.72113715277777
79,164.06608072916666,176.07693142361111
80,160.68142361111111,145.23719618055554
81,152.97992621527777,176.7216796875
82,182.13997395833334,151.76963975694446
83,178.908203125,165.60568576388889
84,143.95562065972223,129.78895399305554
85,201.87456597222223,166.99696180555554
86,153.31098090277777,173.71744791666666
87,176.80197482638889,185.96495225694446
88,238.67892795138889,230.36306423611111
89,135.72243923611111,136.13422309027777
90,164.53070746527777,184.87554253472223
91,178.21896701388889,192.76345486111111
92,202.66840277777777,178.78016493055554
93,135.26736111111111,166.07411024305554
94,198.32356770833334,183.14670138888889
95,172.66341145833334,140.10177951388889
96,192.97417534722223,194.10948350694446
97,186.22873263888889,194.49381510416666
98,152.46560329861111,172.85579427083334
99,188.98936631944446,163.56890190972223
100,178.14800347222223,151.68153211805554
101,145.86610243055554,174.22894965277777
102,193.21842447916666,204.00596788194446
103,196.31130642361111,185.39485677083334
104,225.43782552083334,211.61360677083334
105,204.62912326388889,185.13161892361111
106,185.58821614583334,197.30989583333334
107,126.40017361111111,161.26681857638889
108,167.29470486111111,140.75314670138889
109,125.30381944444444,117.43956163194444
110,123.43511284722223,152.37934027777777
111,190.44466145833334,202.24001736111111
112,179.12825520833334,149.98806423611111
113,223.87022569444446,226.09722222222223
114,152.49826388888889,171.56901041666666
115,187.23578559027777,160.62141927083334
116,160.49034288194446,148.89203559027777
117,173.88075086805554,184.04090711805554
118,188.86469184027777,160.82150607638889
119,137.2890625,167.75054253472223
120,225.71408420138889,212.92371961805554
121,149.49392361111111,144.76681857638889
122,155.04709201388889,140.35709635416666
123,159.01161024305554,145.7734375
124,186.86870659722223,157.36360677083334
125,212.88487413194446,198.15234375
126,163.69259982638889,182.71430121527777
127,158.95442708333334,184.69607204861111
128,128.337890625,163.74782986111111
129,164.45713975694446,177.37944878472223
130,149.07052951388889,131.79730902777777
131,228.37662760416666,224.99924045138889
132,206.39713541666666,191.80881076388889
133,150.5869140625,142.21495225694446
134,186.16764322916666,193.70399305555554
135,141.99262152777777,163.33235677083334
136,175.19021267361111,157.79144965277777
137,201.38932291666666,185.81423611111111
138,232.70638020833334,222.53081597222223
139,132.54437934027777,167.23546006944446
140,147.35818142361111,169.87510850694446
141,200.65115017361111,168.83235677083334
142,158.431640625,172.50282118055554
143,189.6083984375,161.46354166666666
144,191.16905381944446,173.14431423611111
145,119.56282552083333,155.35536024305554
146,169.70388454861111,158.19585503472223
147,150.42502170138889,182.77940538194446
148,174.46017795138889,169.25933159722223
149,196.24609375,169.66677517361111
150,165.3583984375,153.76909722222223
151,163.51920572916666,141.37098524305554
152,192.02810329861111,175.87456597222223
153,199.662109375,199.30631510416666
154,178.27018229166666,164.52897135416666
155,149.12868923611111,171.70974392361111
156,162.26139322916666,137.5390625
157,204.83322482638889,183.95844184027777
158,200.36990017361111,187.56976996527777
159,155.90418836805554,172.2099609375
160,107.83279079861111,142.845703125
161,145.16471354166666,167.19411892361111
162,178.98871527777777,170.92513020833334
163,199.26833767361111,179.13986545138889
164,226.29578993055554,218.24262152777777
165,146.22319878472223,171.92784288194446
166,146.70735677083334,175.23838975694446
167,166.31065538194446,178.89800347222223
168,243.70833333333334,239.98328993055554
169,164.86859809027777,182.79578993055554
170,213.83908420138889,218.92534722222223
171,173.34006076388889,187.23708767361111
172,168.20453559027777,158.27202690972223
173,187.47189670138889,204.13248697916666
174,189.03200954861111,200.73090277777777
175,189.23036024305554,193.982421875
176,196.18706597222223,184.22005208333334
177,151.63834635416666,135.16525607638889
178,117.36338975694444,137.31521267361111
179,203.96430121527777,176.74273003472223
180,177.23231336805554,158.75802951388889
181,164.08843315972223,169.35904947916666
182,198.57042100694446,205.73904079861111
183,166.87923177083334,146.31521267361111
184,121.38194444444444,106.39637586805556
185,196.63498263888889,164.75390625
186,150.42816840277777,133.34244791666666
187,230.11555989583334,222.43587239583334
188,236.3955078125,233.05881076388889
189,132.75618489583334,124.03743489583333
190,161.84993489583334,151.42361111111111
191,180.41145833333334,165.65180121527777
192,186.81282552083334,195.10818142361111
193,111.97732204861111,104.62825520833333
194,184.42447916666666,170.54947916666666
195,160.46365017361111,146.498046875
196,192.26334635416666,191.20822482638889
197,176.41872829861111,183.69325086805554
198,183.32280815972223,189.91059027777777
199,184.791015625,172.36924913194446
200,155.60568576388889,176.57454427083334
201,189.31640625,203.43782552083334
202,128.24858940972223,123.87022569444444
203,226.56922743055554,216.38953993055554
204,179.60308159722223,196.2568359375
205,207.07161458333334,187.64127604166666
206,166.37033420138889,159.89171006944446
207,209.84320746527777,189.62055121527777
208,208.60980902777777,192.046875
209,171.60503472222223,164.26909722222223
210,183.7080078125,156.71440972222223
211,125.66221788194444,164.03537326388889
212,145.39539930555554,177.83083767361111
213,169.62521701388889,162.52680121527777
214,140.75162760416666,176.84548611111111
215,135.47927517361111,172.29361979166666
216,238.96061197916666,235.11067708333334
217,237.55902777777777,232.42133246527777
218,125.88802083333333,155.95355902777777
219,156.50759548611111,179.25086805555554
220,217.52734375,205.01866319444446
221,129.08506944444446,147.16037326388889
222,141.31282552083334,170.39431423611111
223,206.17990451388889,192.30685763888889
224,232.50857204861111,222.82009548611111
225,195.39366319444446,206.59906684027777
226,194.994140625,185.12369791666666
227,207.27072482638889,191.50889756944446
228,150.71788194444446,148.259765625
229,191.56011284722223,166.73285590277777
230,197.10611979166666,199.53190104166666
231,154.52669270833334,148.98350694444446
232,176.71614583333334,156.37554253472223
233,142.88400607638889,165.46256510416666
234,222.58127170138889,212.8779296875
235,166.65190972222223,184.33051215277777
236,179.70789930555554,188.26909722222223
237,149.29774305555554,179.80718315972223
238,123.83919270833333,151.25813802083334
239,152.81206597222223,170.18598090277777
240,179.74468315972223,184.42556423611111
241,175.77159288194446,158.77202690972223
242,143.5322265625,169.83213975694446
243,219.97450086805554,199.47905815972223
244,215.55349392361111,201.37706163194446
245,195.44151475694446,178.48090277777777
246,155.39051649305554,169.18077256944446
247,149.55121527777777,166.23253038194446
248,199.83148871527777,208.01182725694446
249,144.82291666666666,135.85394965277777
250,188.458984375,178.91341145833334
251,152.74012586805554,170.65679253472223
252,237.91569010416666,232.37217881944446
253,194.88335503472223,182.02604166666666
254,202.30653211805554,179.04361979166666
255,195.58778211805554,194.93880208333334
256,144.52615017361111,175.673828125
257,188.76302083333334,196.94704861111111
258,212.69542100694446,200.67404513888889
259,153.4013671875,179.16981336805554
260,201.86360677083334,185.4375
261,174.74066840277777,147.72298177083334
262,176.82552083333334,185.38943142361111
263,141.63270399305554,135.17296006944446
264,161.59906684027777,150.13509114583334
265,190.33040364583334,192.78645833333334
266,172.40407986111111,155.04991319444446
267,162.51150173611111,180.4736328125
268,152.67914496527777,174.40809461805554
269,157.99674479166666,135.3681640625
270,160.50227864583334,144.72330729166666
271,176.99663628472223,147.71256510416666
272,155.84700520833334,148.60622829861111
273,145.37163628472223,172.65603298611111
274,152.26877170138889,172.04383680555554
275,191.19672309027777,197.43717447916666
276,134.3095703125,117.38921440972223
277,108.06369357638889,100.73350694444444
278,186.02766927083334,186.98914930555554
279,206.21571180555554,203.81141493055554
280,112.23014322916667,144.76671006944446
281,156.85123697916666,181.73166232638889
282,224.83224826388889,211.3173828125
283,163.15798611111111,140.62955729166666
284,151.52473958333334,172.63335503472223
285,104.24338107638889,133.16254340277777
286,116.88053385416667,116.0986328125
287,216.12641059027777,202.46180555555554
288,190.30674913194446,196.74479166666666
289,210.62847222222223,187.20128038194446
290,188.29144965277777,190.1875
291,176.7431640625,150.66243489583334
292,178.17860243055554,190.6865234375
293,140.35915798611111,126.20041232638889
294,174.23676215277777,180.87543402777777
295,158.62944878472223,182.26953125
296,144.28472222222223,177.96907552083334
297,185.79329427083334,172.66330295138889
298,162.67371961805554,181.68109809027777
299,206.87109375,194.06217447916666
300,224.02235243055554,216.12456597222223
301,192.6083984375,166.45757378472223
302,113.25618489583333,136.53689236111111
303,177.02235243055554,157.10883246527777
304,178.46506076388889,160.75737847222223
305,172.30490451388889,160.48155381944446
306,148.04069010416666,166.66167534722223
307,157.8408203125,177.69932725694446
308,165.47536892361111,180.86740451388889
309,184.30338541666666,193.65158420138889
310,143.60677083333334,174.6396484375
311,210.09993489583334,200.87532552083334
312,147.77094184027777,136.63758680555554
313,170.95160590277777,196.42328559027777
314,174.76812065972223,189.12000868055554
315,216.90831163194446,203.37391493055554
316,147.37565104166666,125.45529513888889
317,164.5791015625,149.93283420138889
318,130.82671440972223,127.69303385416667
319,153.31759982638889,148.09049479166666
320,191.24826388888889,168.54676649305554
321,237.056640625,232.13845486111111
322,201.64149305555554,206.65559895833334
323,137.62673611111111,163.47439236111111
324,194.44346788194446,186.39073350694446
325,151.03667534722223,169.95779079861111
326,163.94422743055554,184.45030381944446
327,169.92111545138889,152.25813802083334
328,159.92578125,175.15972222222223
329,187.82595486111111,198.77886284722223
330,159.783203125,172.890625
331,198.55609809027777,204.75770399305554
332,143.69563802083334,164.08083767361111
333,136.57747395833334,123.17057291666667
334,173.69683159722223,161.7958984375
335,162.30349392361111,175.51768663194446
336,168.76996527777777,186.42046440972223
337,203.32693142361111,200.84678819444446
338,208.29741753472223,211.93912760416666
339,175.60655381944446,170.39637586805554
340,184.73578559027777,163.15473090277777
341,241.4794921875,236.88042534722223
342,172.67632378472223,166.56759982638889
343,201.10134548611111,186.3388671875
344,205.47526041666666,196.26041666666666
345,186.6533203125,173.71809895833334
346,204.84353298611111,182.26258680555554
347,149.08279079861111,133.77115885416666
348,165.59928385416666,156.87749565972223
349,172.75900607638889,186.09027777777777
350,166.30436197916666,187.18012152777777
351,182.06684027777777,164.53971354166666
352,215.2734375,197.67024739583334
353,156.98654513888889,142.90939670138889
354,144.98122829861111,175.46039496527777
355,182.04231770833334,167.82888454861111
356,171.43891059027777,178.26226128472223
357,112.51378038194444,143.83517795138889
358,198.85687934027777,183.47894965277777
359,182.74913194444446,188.1923828125
360,154.09852430555554,174.25933159722223
361,148.52115885416666,132.19835069444446
362,144.97146267361111,127.9697265625
363,173.94455295138889,157.57888454861111
364,172.82454427083334,159.29600694444446
365,164.12369791666666,147.2041015625
366,184.65180121527777,186.25748697916666
367,182.18250868055554,192.76540798611111
368,150.98958333333334,176.9609375
369,179.23502604166666,199.9404296875
370,194.69856770833334,206.55023871527777
371,207.73036024305554,183.09071180555554
372,105.38834635416667,143.18532986111111
373,190.6611328125,191.68120659722223
374,205.08908420138889,188.47732204861111
375,152.41959635416666,127.20399305555556
376,122.75390625,143.15950520833334
377,164.92805989583334,146.77842881944446
378,194.33387586805554,170.55457899305554
379,174.80316840277777,164.22819010416666
380,173.75401475694446,146.21299913194446
381,142.67003038194446,162.30674913194446
382,135.8916015625,174.09016927083334
383,187.07649739583334,168.95865885416666
384,211.95963541666666,194.60167100694446
385,175.51204427083334,189.64116753472223
386,199.57085503472223,198.26671006944446
387,183.73122829861111,166.89756944444446
388,194.03721788194446,185.35774739583334
389,209.22916666666666,201.9765625
390,148.60319010416666,181.18424479166666
391,149.75271267361111,127.80436197916667
392,122.80013020833333,161.07313368055554
393,188.24967447916666,164.89908854166666
394,196.73046875,204.16569010416666
395,152.73253038194446,178.16807725694446
396,211.99978298611111,215.38856336805554
397,180.1298828125,168.59754774305554
398,154.12141927083334,174.60948350694446
399,193.63335503472223,183.26334635416666
400,148.50640190972223,174.51150173611111
401,196.23947482638889,181.34754774305554
402,158.07183159722223,140.59060329861111
403,135.61349826388889,129.09006076388889
404,203.58680555555554,190.69715711805554
405,171.52756076388889,144.40993923611111
406,169.17306857638889,186.48502604166666
407,215.16427951388889,202.02311197916666
408,220.81412760416666,212.80447048611111
409,169.31868489583334,180.55457899305554
410,144.00227864583334,124.27061631944444
411,167.95366753472223,155.80164930555554
412,170.90082465277777,157.15071614583334
413,184.40700954861111,194.828125
414,202.68500434027777,178.09190538194446
415,157.21256510416666,181.36067708333334
416,163.43424479166666,181.13357204861111
417,196.11707899305554,204.62586805555554
418,127.46744791666667,122.7724609375
419,131.92545572916666,159.96690538194446
420,216.40939670138889,202.20008680555554
421,173.466796875,163.89409722222223
422,176.12120225694446,190.40690104166666
423,196.98383246527777,189.12413194444446
424,128.94509548611111,121.11219618055556
425,146.10655381944446,170.84016927083334
426,211.85828993055554,189.24273003472223
427,229.17849392361111,222.61534288194446
428,188.38606770833334,167.81803385416666
429,132.1220703125,171.74294704861111
430,188.00065104166666,177.74837239583334
431,194.69856770833334,177.37315538194446
432,135.15885416666666,126.45355902777777
433,155.28960503472223,174.37814670138889
434,120.29665798611111,114.68023003472223
435,160.65939670138889,184.83995225694446
436,195.47688802083334,197.62326388888889
437,173.11631944444446,156.94943576388889
438,204.76953125,177.90310329861111
439,142.60753038194446,119.26790364583333
440,143.61968315972223,130.42588975694446
441,197.90863715277777,201.87131076388889
442,152.18912760416666,125.19965277777777
443,216.16200086805554,204.591796875
444,197.01443142361111,184.83463541666666
445,201.69498697916666,185.4970703125
446,145.30913628472223,172.65559895833334
447,154.32378472222223,146.0849609375
448,152.7646484375,173.08648003472223
449,157.73643663194446,181.5439453125
450,178.74620225694446,172.31336805555554
451,170.91927083333334,187.59743923611111
452,191.00564236111111,169.96527777777777
453,192.31629774305554,173.76323784722223
454,172.67925347222223,159.57736545138889
455,215.12087673611111,201.26540798611111
456,189.04644097222223,198.32074652777777
457,177.6728515625,186.87174479166666
458,161.21668836805554,185.865234375
459,168.48773871527777,153.79123263888889
460,212.00119357638889,199.1669921875
461,208.18478732638889,190.50694444444446
462,155.17643229166666,175.80924479166666
463,191.81781684027777,181.88986545138889
464,157.13899739583334,179.04720052083334
465,141.94259982638889,163.67643229166666
466,124.95301649305556,163.01215277777777
467,167.60199652777777,142.05447048611111
468,204.00086805555554,212.98209635416666
469,170.84331597222223,146.25900607638889
470,206.77615017361111,183.90082465277777
471,164.72873263888889,147.94118923611111
472,142.13704427083334,137.9453125
473,172.28862847222223,144.87662760416666
474,204.96495225694446,179.09798177083334
475,191.13943142361111,170.34168836805554
476,167.18033854166666,184.87760416666666
477,135.98448350694446,169.77094184027777
478,218.32975260416666,206.01475694444446
479,198.23643663194446,189.85264756944446
480,162.53309461805554,181.27669270833334
481,140.251953125,174.35807291666666
482,189.02007378472223,194.22862413194446
483,189.03298611111111,176.83854166666666
484,180.26150173611111,162.37630208333334
485,173.626953125,145.86501736111111
486,197.9775390625,188.0341796875
487,149.42458767361111,126.95345052083333
488,174.49967447916666,158.52962239583334
489,186.73285590277777,167.67230902777777
490,167.373046875,160.11501736111111
491,166.03819444444446,140.24110243055554
492,180.939453125,155.78537326388889
493,182.73654513888889,184.80045572916666
494,127.76974826388889,161.88205295138889
495,147.20128038194446,174.85687934027777
496,148.77690972222223,132.95583767361111
497,174.67426215277777,146.46158854166666
498,205.75444878472223,187.00911458333334
499,193.55197482638889,193.97905815972223
500,194.50509982638889,195.33962673611111
501,174.44976128472223,192.83235677083334
502,218.93489583333334,209.72395833333334
503,130.70627170138889,124.94813368055556
504,228.18240017361111,216.82020399305554
505,148.50477430555554,133.7646484375
506,133.43967013888889,126.71299913194444
507,157.04144965277777,178.95084635416666
508,175.86013454861111,159.35492621527777
509,193.32486979166666,182.66482204861111
510,199.50629340277777,187.86338975694446
511,194.08463541666666,178.31944444444446
512,138.69618055555554,164.33572048611111
513,157.10818142361111,171.10807291666666
514,159.92588975694446,149.32345920138889
515,213.09407552083334,199.98947482638889
516,192.33235677083334,189.45496961805554
517,179.57779947916666,168.91916232638889
518,195.7314453125,175.75531684027777
519,148.73578559027777,130.78385416666666
520,174.04958767361111,182.94064670138889
521,224.75271267361111,212.37217881944446
522,157.74001736111111,179.818359375
523,222.03819444444446,209.95865885416666
524,179.56315104166666,187.953125
525,200.94976128472223,208.11653645833334
526,134.41655815972223,167.73003472222223
527,200.50368923611111,209.50249565972223
528,160.33984375,180.18001302083334
529,187.28439670138889,163.66373697916666
530,199.2861328125,188.30588107638889
531,214.30316840277777,196.80815972222223
532,168.26616753472223,184.21918402777777
533,194.97905815972223,174.46516927083334
534,163.96983506944446,145.58875868055554
535,208.11187065972223,198.46516927083334
536,151.9873046875,178.11924913194446
537,207.3037109375,180.05729166666666
538,184.11458333333334,195.97482638888889
539,204.85416666666666,187.94748263888889
540,141.39735243055554,169.50987413194446
541,155.08962673611111,177.79806857638889
542,182.44032118055554,169.70355902777777
543,159.58051215277777,140.84233940972223
544,181.96853298611111,163.19184027777777
545,186.44086371527777,189.87022569444446
546,149.47515190972223,179.33062065972223
547,168.22580295138889,182.39898003472223
548,193.58528645833334,172.04763454861111
549,155.29503038194446,147.91015625
550,193.96571180555554,168.10753038194446
551,128.56640625,168.96006944444446
552,132.18153211805554,157.41872829861111
553,180.37185329861111,153.54535590277777
554,162.16069878472223,177.02267795138889
555,157.615234375,176.78396267361111
556,204.07421875,175.66677517361111
557,176.76508246527777,166.50933159722223
558,164.35329861111111,183.14214409722223
559,161.81759982638889,176.43272569444446
560,232.74717881944446,225.25944010416666
561,159.677734375,177.25900607638889
562,181.35015190972223,169.80891927083334
563,205.64691840277777,188.96571180555554
564,240.89778645833334,235.94303385416666
565,146.56564670138889,159.51736111111111
566,161.11447482638889,179.28624131944446
567,191.09006076388889,173.57693142361111
568,240.80240885416666,235.45041232638889
569,163.05392795138889,177.11707899305554
570,134.51974826388889,163.34993489583334
571,141.091796875,168.26204427083334
572,131.57139756944446,163.09537760416666
573,202.25933159722223,178.76595052083334
574,171.18912760416666,137.91829427083334
575,124.37521701388889,120.51302083333333
576,150.81510416666666,172.48068576388889
577,149.27094184027777,169.87565104166666
578,147.6240234375,122.56922743055556
579,180.24012586805554,153.26996527777777
580,199.65093315972223,198.10568576388889
581,240.00249565972223,234.57942708333334
582,127.08940972222223,147.91243489583334
583,190.17751736111111,192.3134765625
584,185.10340711805554,154.27159288194446
585,190.09798177083334,194.07595486111111
586,212.07736545138889,199.86653645833334
587,145.35915798611111,132.90603298611111
588,133.86653645833334,171.857421875
589,142.65342881944446,168.31391059027777
590,198.22710503472223,182.49631076388889
591,156.00141059027777,177.53428819444446
592,176.21115451388889,194.34809027777777
593,219.12684461805554,223.23654513888889
594,238.87565104166666,232.74348958333334
595,183.90831163194446,193.44715711805554
596,233.18869357638889,221.82400173611111
597,235.59461805555554,229.98155381944446
598,181.11794704861111,191.76671006944446
599,123.47667100694444,163.62065972222223
600,181.31987847222223,191.6484375
601,109.10557725694444,142.69715711805554
602,200.30501302083334,170.7392578125
603,150.98741319444446,143.1142578125
604,148.82638888888889,175.18684895833334
605,161.51258680555554,179.44249131944446
606,196.09950086805554,177.90581597222223
607,174.84635416666666,151.85861545138889
608,182.19661458333334,157.06857638888889
609,141.37858072916666,165.08420138888889
610,170.3876953125,151.54112413194446
611,204.50021701388889,191.32421875
612,197.95974392361111,169.66536458333334
613,169.03276909722223,187.56966145833334
614,195.26844618055554,185.17013888888889
615,201.22504340277777,185.77007378472223
616,208.30891927083334,180.53363715277777
617,184.14756944444446,153.60601128472223
618,209.88552517361111,196.91623263888889
619,201.0419921875,185.29383680555554
620,137.99164496527777,157.24967447916666
621,169.32096354166666,186.67165798611111
622,147.76866319444446,178.69303385416666
623,187.68760850694446,175.76812065972223
624,190.22829861111111,191.82649739583334
625,230.17317708333334,221.19140625
626,119.68608940972223,114.28667534722223
627,141.20909288194446,170.09233940972223
628,232.78493923611111,227.62239583333334
629,138.63606770833334,164.19292534722223
630,195.74435763888889,184.79036458333334
631,181.01475694444446,158.94303385416666
632,135.15353732638889,135.53743489583334
633,193.96473524305554,201.88302951388889
634,139.98914930555554,171.87977430555554
635,137.27039930555554,173.65386284722223
636,158.99880642361111,140.2587890625
637,161.72157118055554,185.61078559027777
638,173.01182725694446,189.36263020833334
639,145.42599826388889,129.80620659722223
640,222.30197482638889,216.55837673611111
641,208.01323784722223,191.92426215277777
642,122.00575086805556,160.72536892361111
643,151.46940104166666,130.91069878472223
644,180.89398871527777,172.41612413194446
645,184.40115017361111,170.15190972222223
646,177.15169270833334,164.09049479166666
647,215.48350694444446,191.66861979166666
648,159.85731336805554,149.55685763888889
649,119.11002604166667,154.83615451388889
650,117.47580295138889,154.14312065972223
651,192.72547743055554,199.25542534722223
652,155.09255642361111,180.92491319444446
653,172.02745225694446,191.66427951388889
654,159.26041666666666,146.51215277777777
655,192.20171440972223,188.11382378472223
656,156.83213975694446,146.86338975694446
657,169.10015190972223,159.70453559027777
658,221.48415798611111,199.05208333333334
659,170.55783420138889,157.61935763888889
660,191.41590711805554,166.26638454861111
661,140.865234375,171.61827256944446
662,164.58485243055554,180.03841145833334
663,168.31857638888889,184.19976128472223
664,207.44552951388889,213.90603298611111
665,154.10687934027777,135.06076388888889
666,174.88411458333334,186.3662109375
667,138.337890625,168.96657986111111
668,204.41449652777777,188.78602430555554
669,183.16959635416666,167.48763020833334
670,214.29231770833334,203.50390625
671,176.34874131944446,162.93739149305554
672,158.00249565972223,175.35666232638889
673,175.14832899305554,149.40462239583334
674,123.89572482638889,156.22146267361111
675,151.1376953125,176.65375434027777
676,169.56521267361111,181.52723524305554
677,178.68500434027777,184.15592447916666
678,170.41059027777777,159.71647135416666
679,225.35221354166666,215.80501302083334
680,191.96267361111111,167.94346788194446
681,176.9951171875,166.28439670138889
682,191.77473958333334,168.04264322916666
683,169.45442708333334,158.45844184027777
684,187.84787326388889,195.24696180555554
685,143.18630642361111,132.42947048611111
686,198.2802734375,197.19986979166666
687,228.66959635416666,217.40972222222223
688,162.13205295138889,175.60460069444446
689,192.1474609375,202.41167534722223
690,145.44563802083334,143.24533420138889
691,193.31759982638889,157.93185763888889
692,140.63465711805554,168.42990451388889
693,199.62445746527777,172.58376736111111
694,209.765625,203.40549045138889
695,219.69325086805554,210.69650607638889
696,199.43739149305554,174.20681423611111
697,174.0107421875,195.12131076388889
698,150.54296875,179.41351996527777
699,206.78700086805554,212.87152777777777
700,171.92545572916666,186.08268229166666
701,193.09548611111111,181.27897135416666
702,138.8662109375,171.92795138888889
703,139.87348090277777,162.19672309027777
704,162.89822048611111,177.12836371527777
705,176.72406684027777,156.15657552083334
706,140.56618923611111,171.83799913194446
707,209.10677083333334,199.83528645833334
708,167.77311197916666,187.81022135416666
709,186.47634548611111,198.42947048611111
710,219.4814453125,205.35470920138889
711,153.94552951388889,172.08485243055554
712,151.16959635416666,128.07790798611111
713,151.7861328125,176.94476996527777
714,155.20388454861111,134.69249131944446
715,185.55381944444446,193.04025607638889
716,204.54361979166666,211.75141059027777
717,201.51714409722223,208.95052083333334
718,163.55848524305554,139.56369357638889
719,194.99045138888889,181.10036892361111
720,140.10611979166666,166.80609809027777
721,196.48057725694446,174.43391927083334
722,217.56532118055554,209.35275607638889
723,161.81575520833334,140.09505208333334
724,163.69986979166666,147.85601128472223
725,194.87380642361111,173.08409288194446
726,167.09071180555554,148.02777777777777
727,185.86903211805554,191.68174913194446
728,207.55197482638889,191.58973524305554
729,183.49674479166666,194.0595703125
730,164.66861979166666,179.81380208333334
731,173.16373697916666,161.41178385416666
732,167.96918402777777,155.65364583333334
733,186.07953559027777,161.66536458333334
734,196.61404079861111,177.37358940972223
735,203.95128038194446,181.63411458333334
736,144.13216145833334,135.29915364583334
737,127.10492621527777,163.18771701388889
738,152.921875,139.64029947916666
739,217.45930989583334,204.65473090277777
740,203.58138020833334,191.18836805555554
741,211.88140190972223,194.0947265625
742,243.66124131944446,240.55783420138889
743,180.13357204861111,190.87456597222223
744,184.1474609375,154.64290364583334
745,177.00857204861111,163.17762586805554
746,212.29025607638889,194.88075086805554
747,178.99034288194446,193.44487847222223
748,140.70703125,121.11946614583333
749,191.63324652777777,174.94303385416666
750,196.25531684027777,178.97515190972223
751,216.86740451388889,199.28352864583334
752,129.37738715277777,170.9013671875
753,149.029296875,170.36729600694446
754,193.64149305555554,201.76529947916666
755,170.68771701388889,183.4599609375
756,213.56325954861111,190.68023003472223
757,177.26595052083334,154.46202256944446
758,138.62575954861111,167.63802083333334
759,182.71929253472223,190.36935763888889
760,201.21875,205.90321180555554
761,202.29437934027777,187.81282552083334
762,146.95811631944446,173.08452690972223
763,157.42881944444446,177.02701822916666
764,188.9384765625,155.7705078125
765,129.8896484375,166.28700086805554
766,198.34103732638889,180.44151475694446
767,169.63042534722223,159.31380208333334
768,163.95638020833334,186.43424479166666
769,207.51171875,182.48025173611111
770,170.759765625,161.08919270833334
771,196.36013454861111,174.88834635416666
772,174.53624131944446,188.61534288194446
773,170.48676215277777,192.19986979166666
774,179.39105902777777,167.08148871527777
775,174.29318576388889,185.11881510416666
776,217.78993055555554,204.01453993055554
777,176.119140625,156.91015625
778,122.21636284722223,119.63834635416667
779,162.29047309027777,180.08138020833334
780,198.92371961805554,171.57964409722223
781,186.27788628472223,194.31629774305554
782,212.29622395833334,192.16720920138889
783,128.22645399305554,124.25618489583333
784,131.87944878472223,160.43207465277777
785,117.64887152777777,146.65212673611111
786,154.986328125,169.45811631944446
787,193.20648871527777,183.14637586805554
788,178.875,167.55512152777777
789,146.00813802083334,178.2333984375
790,198.96799045138889,179.88715277777777
